id,period,amount,game,status,time
12056,2022070116452,1,wingo,1,1665426060231
12057,2022070112149,1,wingo3,1,1665426060240
12058,2022070116453,1,wingo,1,1665426120300
12059,2022070116454,5,wingo,1,1665426180377
12060,2022070112150,5,wingo3,1,1665426240457
12061,2022070116455,4,wingo,1,1665426240456
12062,2022070116456,3,wingo,1,1665426300535
12063,2022070111289,2,wingo5,1,1665426300544
12064,2022070116457,8,wingo,1,1665426360609
12065,2022070116458,8,wingo,1,1665426420684
12066,2022070112151,8,wingo3,1,1665426420683
12067,2022070116459,9,wingo,1,1665426480756
12068,2022070116460,3,wingo,1,1665426540835
12069,2022070116461,1,wingo,1,1665426600922
12070,2022070111290,0,wingo5,1,1665426600926
12071,2022070110646,1,wingo10,1,1665426600925
12072,2022070112152,7,wingo3,1,1665426600927
12073,2022070116462,6,wingo,1,1665426660997
12074,2022070116463,1,wingo,1,1665426720071
12075,2022070116464,9,wingo,1,1665426780148
12076,2022070112153,4,wingo3,1,1665426780155
12077,2022070116465,2,wingo,1,1665426840221
12078,2022070116466,8,wingo,1,1665426900292
12079,2022070111291,2,wingo5,1,1665426900297
12080,2022070116467,1,wingo,1,1665426960366
12081,2022070112154,2,wingo3,1,1665426960371
12082,2022070116468,2,wingo,1,1665427020437
12083,2022070116469,8,wingo,1,1665427080519
12084,2022070116470,9,wingo,1,1665427140598
12085,2022070112155,5,wingo3,1,1665427140604
12086,2022070110647,4,wingo10,1,1665427200674
12087,2022070116471,2,wingo,1,1665427200679
12088,2022070111292,2,wingo5,1,1665427200680
12089,2022070116472,9,wingo,1,1665427260750
12090,2022070116473,4,wingo,1,1665427320824
12091,2022070112156,6,wingo3,1,1665427320831
12092,2022070116474,4,wingo,1,1665427380899
12093,2022070116475,6,wingo,1,1665427440981
12094,2022070112157,4,wingo3,1,1665427500056
12095,2022070116476,4,wingo,1,1665427500056
12096,2022070111293,6,wingo5,1,1665427500057
12097,2022070116477,5,wingo,1,1665427560131
12098,2022070116478,7,wingo,1,1665427620210
12099,2022070116479,5,wingo,1,1665427680292
12100,2022070112158,9,wingo3,1,1665427680299
12101,2022070116480,5,wingo,1,1665427740360
12102,2022070110648,3,wingo10,1,1665427800437
12103,2022070116481,9,wingo,1,1665427800442
12104,2022070111294,3,wingo5,1,1665427800442
12105,2022070116482,3,wingo,1,1665427860506
12106,2022070112159,6,wingo3,1,1665427860512
12107,2022070116483,2,wingo,1,1665427920580
12108,2022070116484,9,wingo,1,1665427980655
12109,2022070112160,9,wingo3,1,1665428040737
12110,2022070116485,7,wingo,1,1665428040728
12111,2022070116486,7,wingo,1,1665428100806
12112,2022070111295,0,wingo5,1,1665428100806
12113,2022070116487,4,wingo,1,1665428160879
12114,2022070116488,4,wingo,1,1665428220953
12115,2022070112161,1,wingo3,1,1665428220952
12116,2022070116489,1,wingo,1,1665428280024
12117,2022070116490,2,wingo,1,1665428340102
12118,2022070112162,7,wingo3,1,1665428400183
12119,2022070116491,4,wingo,1,1665428400197
12120,2022070111296,9,wingo5,1,1665428400191
12121,2022070110649,9,wingo10,1,1665428400197
12122,2022070116492,4,wingo,1,1665428460255
12123,2022070116493,4,wingo,1,1665428520333
12124,2022070116494,5,wingo,1,1665428580407
12125,2022070112163,0,wingo3,1,1665428580414
12126,2022070116495,2,wingo,1,1665428640483
12127,2022070116496,7,wingo,1,1665428700556
12128,2022070111297,3,wingo5,1,1665428700564
12129,2022070116497,7,wingo,1,1665428760632
12130,2022070112164,5,wingo3,1,1665428760639
12131,2022070116498,3,wingo,1,1665428820708
12132,2022070116499,5,wingo,1,1665428880782
12133,2022070116500,0,wingo,1,1665428940862
12134,2022070112165,8,wingo3,1,1665428940868
12135,2022070110650,4,wingo10,1,1665429000942
12136,2022070111298,5,wingo5,1,1665429000949
12137,2022070116501,4,wingo,1,1665429000948
12138,2022070116502,9,wingo,1,1665429060012
12139,2022070112166,4,wingo3,1,1665429120085
12140,2022070116503,6,wingo,1,1665429120084
12141,2022070116504,2,wingo,1,1665429180164
12142,2022070116505,1,wingo,1,1665429240243
12143,2022070111299,7,wingo5,1,1665429300328
12144,2022070116506,1,wingo,1,1665429300335
12145,2022070112167,3,wingo3,1,1665429300340
12146,2022070116507,2,wingo,1,1665429360398
12147,2022070116508,3,wingo,1,1665429420474
12148,2022070116509,4,wingo,1,1665429480550
12149,2022070112168,0,wingo3,1,1665429480556
12150,2022070116510,4,wingo,1,1665429540632
12151,2022070116511,4,wingo,1,1665429600708
12152,2022070110651,9,wingo10,1,1665429600712
12153,2022070111300,8,wingo5,1,1665429600708
12154,2022070116512,1,wingo,1,1665429660779
12155,2022070112169,0,wingo3,1,1665429660784
12156,2022070116513,0,wingo,1,1665429720860
12157,2022070116514,9,wingo,1,1665429780944
12158,2022070116515,0,wingo,1,1665429840017
12159,2022070112170,4,wingo3,1,1665429840021
12160,2022070116516,6,wingo,1,1665429900098
12161,2022070111301,4,wingo5,1,1665429900103
12162,2022070116517,1,wingo,1,1665429960169
12163,2022070116518,3,wingo,1,1665430020244
12164,2022070112171,4,wingo3,1,1665430020248
12165,2022070116519,6,wingo,1,1665430080314
12166,2022070116520,0,wingo,1,1665430140394
12167,2022070112172,2,wingo3,1,1665430200475
12168,2022070111302,4,wingo5,1,1665430200481
12169,2022070116521,3,wingo,1,1665430200483
12170,2022070110652,5,wingo10,1,1665430200482
12171,2022070116522,0,wingo,1,1665430260548
12172,2022070116523,6,wingo,1,1665430320621
12173,2022070116524,6,wingo,1,1665430380700
12174,2022070112173,1,wingo3,1,1665430380706
12175,2022070116525,5,wingo,1,1665430440774
12176,2022070111303,1,wingo5,1,1665430500854
12177,2022070116526,6,wingo,1,1665430500855
12178,2022070116527,4,wingo,1,1665430560916
12179,2022070112174,7,wingo3,1,1665430560917
12180,2022070116528,3,wingo,1,1665430620999
12181,2022070116529,6,wingo,1,1665430680071
12182,2022070112175,3,wingo3,1,1665430740147
12183,2022070116530,8,wingo,1,1665430740147
12184,2022070110653,7,wingo10,1,1665430800223
12185,2022070116531,6,wingo,1,1665430800229
12186,2022070111304,4,wingo5,1,1665430800230
12187,2022070116532,1,wingo,1,1665430860294
12188,2022070116533,2,wingo,1,1665430920371
12189,2022070112176,3,wingo3,1,1665430920376
12190,2022070116534,9,wingo,1,1665430980447
12191,2022070116535,1,wingo,1,1665431040524
12192,2022070111305,3,wingo5,1,1665431100605
12193,2022070116536,5,wingo,1,1665431100612
12194,2022070112177,1,wingo3,1,1665431100619
12195,2022070116537,4,wingo,1,1665431160681
12196,2022070116538,6,wingo,1,1665431220753
12197,2022070116539,8,wingo,1,1665431280830
12198,2022070112178,1,wingo3,1,1665431280836
12199,2022070116540,5,wingo,1,1665431340903
12200,2022070110654,7,wingo10,1,1665431400980
12201,2022070116541,8,wingo,1,1665431400987
12202,2022070111306,7,wingo5,1,1665431400994
12203,2022070116542,4,wingo,1,1665431460056
12204,2022070112179,9,wingo3,1,1665431460057
12205,2022070116543,0,wingo,1,1665431520130
12206,2022070116544,3,wingo,1,1665431580206
12207,2022070116545,8,wingo,1,1665431640282
12208,2022070112180,1,wingo3,1,1665431640289
12209,2022070116546,5,wingo,1,1665431700357
12210,2022070111307,2,wingo5,1,1665431700363
12211,2022070116547,2,wingo,1,1665431760434
12212,2022070116548,7,wingo,1,1665431820512
12213,2022070112181,1,wingo3,1,1665431820517
12214,2022070116549,1,wingo,1,1665431880587
12215,2022070116550,2,wingo,1,1665431940659
12216,2022070112182,4,wingo3,1,1665432000739
12217,2022070116551,3,wingo,1,1665432000746
12218,2022070111308,5,wingo5,1,1665432000744
12219,2022070110655,0,wingo10,1,1665432000746
12220,2022070116552,2,wingo,1,1665432060813
12221,2022070116553,4,wingo,1,1665432120887
12222,2022070112183,7,wingo3,1,1665432180963
12223,2022070116554,3,wingo,1,1665432180962
12224,2022070116555,8,wingo,1,1665432240031
12225,2022070116556,2,wingo,1,1665432300111
12226,2022070111309,7,wingo5,1,1665432300118
12227,2022070116557,9,wingo,1,1665432360183
12228,2022070112184,1,wingo3,1,1665432360189
12229,2022070116558,6,wingo,1,1665432420261
12230,2022070116559,0,wingo,1,1665432480336
12231,2022070116560,9,wingo,1,1665432540407
12232,2022070112185,8,wingo3,1,1665432540413
12233,2022070110656,7,wingo10,1,1665432600483
12234,2022070116561,3,wingo,1,1665432600490
12235,2022070111310,9,wingo5,1,1665432600496
12236,2022070116562,1,wingo,1,1665432660560
12237,2022070116563,6,wingo,1,1665432720636
12238,2022070112186,5,wingo3,1,1665432720643
12239,2022070116564,2,wingo,1,1665432780713
12240,2022070116565,8,wingo,1,1665432840793
12241,2022070116566,8,wingo,1,1665432900877
12242,2022070111311,0,wingo5,1,1665432900871
12243,2022070112187,1,wingo3,1,1665432900884
12244,2022070116567,7,wingo,1,1665432960964
12245,2022070116568,2,wingo,1,1665433020039
12246,2022070112188,1,wingo3,1,1665433080119
12247,2022070116569,6,wingo,1,1665433080124
12248,2022070116570,3,wingo,1,1665433140204
12249,2022070110657,2,wingo10,1,1665433200281
12250,2022070116571,7,wingo,1,1665433200284
12251,2022070111312,3,wingo5,1,1665433200285
12252,2022070116572,8,wingo,1,1665433260362
12253,2022070112189,2,wingo3,1,1665433260363
12254,2022070116573,4,wingo,1,1665433320438
12255,2022070116574,4,wingo,1,1665433380520
12256,2022070116575,1,wingo,1,1665433440594
12257,2022070112190,1,wingo3,1,1665433440607
12258,2022070116576,4,wingo,1,1665433500671
12259,2022070111313,7,wingo5,1,1665433500677
12260,2022070116577,3,wingo,1,1665433560746
12261,2022070116578,5,wingo,1,1665433620829
12262,2022070112191,4,wingo3,1,1665433620836
12263,2022070116579,5,wingo,1,1665433680903
12264,2022070116580,2,wingo,1,1665433740976
12265,2022070111314,7,wingo5,1,1665433800047
12266,2022070116581,6,wingo,1,1665433800048
12267,2022070112192,9,wingo3,1,1665433800048
12268,2022070110658,8,wingo10,1,1665433800049
12269,2022070116582,8,wingo,1,1665433860122
12270,2022070116583,1,wingo,1,1665433920198
12271,2022070116584,0,wingo,1,1665433980282
12272,2022070112193,6,wingo3,1,1665433980288
12273,2022070116585,1,wingo,1,1665434040356
12274,2022070111315,1,wingo5,1,1665434100436
12275,2022070116586,4,wingo,1,1665434100445
12276,2022070116587,0,wingo,1,1665434160506
12277,2022070112194,6,wingo3,1,1665434160513
12278,2022070116588,9,wingo,1,1665434220579
12279,2022070116589,9,wingo,1,1665434280652
12280,2022070116590,8,wingo,1,1665434340727
12281,2022070112195,4,wingo3,1,1665434340728
12282,2022070110659,9,wingo10,1,1665434400811
12283,2022070116591,9,wingo,1,1665434400819
12284,2022070111316,5,wingo5,1,1665434400820
12285,2022070116592,1,wingo,1,1665434460887
12286,2022070116593,9,wingo,1,1665434520970
12287,2022070112196,4,wingo3,1,1665434520973
12288,2022070116594,0,wingo,1,1665434580048
12289,2022070116595,0,wingo,1,1665434640123
12290,2022070111317,4,wingo5,1,1665434700201
12291,2022070116596,9,wingo,1,1665434700207
12292,2022070112197,0,wingo3,1,1665434700213
12293,2022070116597,2,wingo,1,1665434760285
12294,2022070116598,6,wingo,1,1665434820369
12295,2022070116599,3,wingo,1,1665434880443
12296,2022070112198,8,wingo3,1,1665434880450
12297,2022070116600,8,wingo,1,1665434940517
12298,2022070110660,3,wingo10,1,1665435000591
12299,2022070111318,8,wingo5,1,1665435000596
12300,2022070116601,9,wingo,1,1665435000596
12301,2022070116602,4,wingo,1,1665435060666
12302,2022070112199,9,wingo3,1,1665435060672
12303,2022070116603,0,wingo,1,1665435120739
12304,2022070116604,0,wingo,1,1665435180805
12305,2022070116605,7,wingo,1,1665435240885
12306,2022070112200,5,wingo3,1,1665435240891
12307,2022070116606,0,wingo,1,1665435300963
12308,2022070111319,0,wingo5,1,1665435300968
12309,2022070116607,2,wingo,1,1665435360035
12310,2022070116608,4,wingo,1,1665435420113
12311,2022070112201,5,wingo3,1,1665435420118
12312,2022070116609,9,wingo,1,1665435480184
12313,2022070116610,7,wingo,1,1665435540263
12314,2022070112202,8,wingo3,1,1665435600348
12315,2022070111320,9,wingo5,1,1665435600355
12316,2022070110661,4,wingo10,1,1665435600355
12317,2022070116611,0,wingo,1,1665435600355
12318,2022070116612,1,wingo,1,1665435660421
12319,2022070116613,4,wingo,1,1665435720498
12320,2022070116614,2,wingo,1,1665435780582
12321,2022070112203,2,wingo3,1,1665435780589
12322,2022070116615,6,wingo,1,1665435840653
12323,2022070116616,2,wingo,1,1665435900728
12324,2022070111321,9,wingo5,1,1665435900734
12325,2022070116617,2,wingo,1,1665435960808
12326,2022070112204,6,wingo3,1,1665435960814
12327,2022070116618,2,wingo,1,1665436020887
12328,2022070116619,5,wingo,1,1665436080961
12329,2022070116620,3,wingo,1,1665436140042
12330,2022070112205,1,wingo3,1,1665436140048
12331,2022070110662,2,wingo10,1,1665436200119
12332,2022070116621,8,wingo,1,1665436200126
12333,2022070111322,4,wingo5,1,1665436200127
12334,2022070116622,1,wingo,1,1665436260194
12335,2022070116623,0,wingo,1,1665436320270
12336,2022070112206,9,wingo3,1,1665436320277
12337,2022070116624,3,wingo,1,1665436380350
12338,2022070116625,3,wingo,1,1665436440425
12339,2022070111323,9,wingo5,1,1665436500503
12340,2022070116626,2,wingo,1,1665436500510
12341,2022070112207,2,wingo3,1,1665436500517
12342,2022070116627,7,wingo,1,1665436560575
12343,2022070116628,3,wingo,1,1665436620651
12344,2022070116629,7,wingo,1,1665436680731
12345,2022070112208,3,wingo3,1,1665436680738
12346,2022070116630,5,wingo,1,1665436740804
12347,2022070110663,5,wingo10,1,1665436800883
12348,2022070116631,1,wingo,1,1665436800888
12349,2022070111324,9,wingo5,1,1665436800889
12350,2022070116632,8,wingo,1,1665436860959
12351,2022070112209,5,wingo3,1,1665436860965
12352,2022070116633,6,wingo,1,1665436920031
12353,2022070116634,0,wingo,1,1665436980108
12354,2022070116635,6,wingo,1,1665437040185
12355,2022070112210,1,wingo3,1,1665437040191
12356,2022070116636,9,wingo,1,1665437100260
12357,2022070111325,7,wingo5,1,1665437100266
12358,2022070116637,9,wingo,1,1665437160335
12359,2022070116638,9,wingo,1,1665437220412
12360,2022070112211,6,wingo3,1,1665437220418
12361,2022070116639,7,wingo,1,1665437280482
12362,2022070116640,2,wingo,1,1665437340555
12363,2022070112212,8,wingo3,1,1665437400634
12364,2022070110664,1,wingo10,1,1665437400637
12365,2022070111326,3,wingo5,1,1665437400636
12366,2022070116641,1,wingo,1,1665437400638
12367,2022070116642,1,wingo,1,1665437460709
12368,2022070116643,9,wingo,1,1665437520785
12369,2022070116644,3,wingo,1,1665437580865
12370,2022070112213,6,wingo3,1,1665437580872
12371,2022070116645,2,wingo,1,1665437640944
12372,2022070116646,0,wingo,1,1665437700018
12373,2022070111327,6,wingo5,1,1665437700024
12374,2022070116647,1,wingo,1,1665437760091
12375,2022070112214,3,wingo3,1,1665437760099
12376,2022070116648,6,wingo,1,1665437820172
12377,2022070116649,7,wingo,1,1665437880249
12378,2022070116650,2,wingo,1,1665437940328
12379,2022070112215,1,wingo3,1,1665437940329
12380,2022070116651,4,wingo,1,1665438000413
12381,2022070111328,1,wingo5,1,1665438000414
12382,2022070110665,8,wingo10,1,1665438000413
12383,2022070116652,4,wingo,1,1665438060471
12384,2022070116653,1,wingo,1,1665438120548
12385,2022070112216,4,wingo3,1,1665438120547
12386,2022070116654,2,wingo,1,1665438180621
12387,2022070116655,8,wingo,1,1665438240699
12388,2022070111329,3,wingo5,1,1665438300780
12389,2022070112217,5,wingo3,1,1665438300786
12390,2022070116656,1,wingo,1,1665438300785
12391,2022070116657,9,wingo,1,1665438360856
12392,2022070116658,9,wingo,1,1665438420931
12393,2022070116659,2,wingo,1,1665438480005
12394,2022070112218,9,wingo3,1,1665438480012
12395,2022070116660,5,wingo,1,1665438540084
12396,2022070116661,5,wingo,1,1665438600161
12397,2022070110666,5,wingo10,1,1665438600161
12398,2022070111330,6,wingo5,1,1665438600162
12399,2022070116662,5,wingo,1,1665438660235
12400,2022070112219,6,wingo3,1,1665438660243
12401,2022070116663,9,wingo,1,1665438720311
12402,2022070116664,5,wingo,1,1665438780393
12403,2022070116665,7,wingo,1,1665438840478
12404,2022070112220,8,wingo3,1,1665438840486
12405,2022070116666,7,wingo,1,1665438900550
12406,2022070111331,1,wingo5,1,1665438900554
12407,2022070116667,7,wingo,1,1665438960625
12408,2022070116668,5,wingo,1,1665439020710
12409,2022070112221,5,wingo3,1,1665439020718
12410,2022070116669,0,wingo,1,1665439080782
12411,2022070116670,6,wingo,1,1665439140843
12412,2022070112222,9,wingo3,1,1665439200925
12413,2022070111332,3,wingo5,1,1665439200931
12414,2022070110667,9,wingo10,1,1665439200932
12415,2022070116671,3,wingo,1,1665439200939
12416,2022070116672,0,wingo,1,1665439260997
12417,2022070116673,6,wingo,1,1665439320075
12418,2022070116674,4,wingo,1,1665439380151
12419,2022070112223,0,wingo3,1,1665439380157
12420,2022070116675,2,wingo,1,1665439440226
12421,2022070116676,4,wingo,1,1665439500301
12422,2022070111333,5,wingo5,1,1665439500309
12423,2022070116677,9,wingo,1,1665439560393
12424,2022070112224,4,wingo3,1,1665439560401
12425,2022070116678,8,wingo,1,1665439620472
12426,2022070116679,7,wingo,1,1665439680547
12427,2022070112225,3,wingo3,1,1665439740637
12428,2022070116680,5,wingo,1,1665439740629
12429,2022070110668,5,wingo10,1,1665439800706
12430,2022070116681,8,wingo,1,1665439800713
12431,2022070111334,5,wingo5,1,1665439800715
12432,2022070116682,0,wingo,1,1665439860778
12433,2022070116683,6,wingo,1,1665439920865
12434,2022070112226,5,wingo3,1,1665439920873
12435,2022070116684,2,wingo,1,1665439980938
12436,2022070116685,0,wingo,1,1665440040014
12437,2022070111335,7,wingo5,1,1665440100098
12438,2022070116686,0,wingo,1,1665440100104
12439,2022070112227,3,wingo3,1,1665440100106
12440,2022070116687,7,wingo,1,1665440160170
12441,2022070116688,7,wingo,1,1665440220246
12442,2022070116689,3,wingo,1,1665440280326
12443,2022070112228,6,wingo3,1,1665440280333
12444,2022070116690,6,wingo,1,1665440340408
12445,2022070110669,6,wingo10,1,1665440400486
12446,2022070116691,7,wingo,1,1665440400493
12447,2022070111336,1,wingo5,1,1665440400494
12448,2022070116692,1,wingo,1,1665440460579
12449,2022070112229,4,wingo3,1,1665440460584
12450,2022070116693,2,wingo,1,1665440520645
12451,2022070116694,1,wingo,1,1665440580725
12452,2022070112230,4,wingo3,1,1665440640808
12453,2022070116695,9,wingo,1,1665440640802
12454,2022070116696,0,wingo,1,1665440700882
12455,2022070111337,0,wingo5,1,1665440700890
12456,2022070116697,8,wingo,1,1665440760958
12457,2022070116698,8,wingo,1,1665440820036
12458,2022070112231,6,wingo3,1,1665440820042
12459,2022070116699,6,wingo,1,1665440880111
12460,2022070116700,7,wingo,1,1665440940194
12461,2022070112232,2,wingo3,1,1665441000275
12462,2022070111338,9,wingo5,1,1665441000281
12463,2022070116701,2,wingo,1,1665441000283
12464,2022070110670,9,wingo10,1,1665441000282
12465,2022070116702,3,wingo,1,1665441060349
12466,2022070116703,5,wingo,1,1665441120432
12467,2022070116704,8,wingo,1,1665441180504
12468,2022070112233,1,wingo3,1,1665441180512
12469,2022070116705,6,wingo,1,1665441240578
12470,2022070111339,8,wingo5,1,1665441300657
12471,2022070116706,6,wingo,1,1665441300663
12472,2022070116707,9,wingo,1,1665441360731
12473,2022070112234,6,wingo3,1,1665441360738
12474,2022070116708,3,wingo,1,1665441420808
12475,2022070116709,7,wingo,1,1665441480883
12476,2022070116710,4,wingo,1,1665441540961
12477,2022070112235,3,wingo3,1,1665441540967
12478,2022070110671,7,wingo10,1,1665441600039
12479,2022070111340,2,wingo5,1,1665441600045
12480,2022070116711,4,wingo,1,1665441600044
12481,2022070116712,8,wingo,1,1665441660111
12482,2022070116713,3,wingo,1,1665441720190
12483,2022070112236,5,wingo3,1,1665441720196
12484,2022070116714,6,wingo,1,1665441780267
12485,2022070116715,3,wingo,1,1665441840340
12486,2022070111341,1,wingo5,1,1665441900414
12487,2022070116716,3,wingo,1,1665441900419
12488,2022070112237,2,wingo3,1,1665441900423
12489,2022070116717,7,wingo,1,1665441960490
12490,2022070116718,5,wingo,1,1665442020570
12491,2022070116719,9,wingo,1,1665442080648
12492,2022070112238,7,wingo3,1,1665442080654
12493,2022070116720,0,wingo,1,1665442140720
12494,2022070110672,8,wingo10,1,1665442200796
12495,2022070116721,7,wingo,1,1665442200803
12496,2022070111342,4,wingo5,1,1665442200804
12497,2022070116722,3,wingo,1,1665442260874
12498,2022070112239,3,wingo3,1,1665442260880
12499,2022070116723,1,wingo,1,1665442320945
12500,2022070116724,4,wingo,1,1665442380023
12501,2022070116725,8,wingo,1,1665442440099
12502,2022070112240,6,wingo3,1,1665442440104
12503,2022070116726,6,wingo,1,1665442500175
12504,2022070111343,3,wingo5,1,1665442500180
12505,2022070116727,8,wingo,1,1665442560244
12506,2022070116728,0,wingo,1,1665442620315
12507,2022070112241,2,wingo3,1,1665442620315
12508,2022070116729,3,wingo,1,1665442680387
12509,2022070116730,7,wingo,1,1665442740467
12510,2022070112242,2,wingo3,1,1665442800546
12511,2022070111344,7,wingo5,1,1665442800551
12512,2022070110673,5,wingo10,1,1665442800551
12513,2022070116731,8,wingo,1,1665442800552
12514,2022070116732,3,wingo,1,1665442860622
12515,2022070116733,0,wingo,1,1665442920697
12516,2022070116734,9,wingo,1,1665442980773
12517,2022070112243,1,wingo3,1,1665442980778
12518,2022070116735,6,wingo,1,1665443040849
12519,2022070116736,3,wingo,1,1665443100925
12520,2022070111345,7,wingo5,1,1665443100933
12521,2022070116737,8,wingo,1,1665443161001
12522,2022070112244,7,wingo3,1,1665443161008
12523,2022070116738,0,wingo,1,1665443220083
12524,2022070116739,2,wingo,1,1665443280160
12525,2022070116740,6,wingo,1,1665443340239
12526,2022070112245,2,wingo3,1,1665443340239
12527,2022070111346,0,wingo5,1,1665443400326
12528,2022070110674,2,wingo10,1,1665443400320
12529,2022070116741,5,wingo,1,1665443400325
12530,2022070116742,6,wingo,1,1665443460391
12531,2022070116743,6,wingo,1,1665443520470
12532,2022070112246,0,wingo3,1,1665443520480
12533,2022070116744,6,wingo,1,1665443580543
12534,2022070116745,0,wingo,1,1665443640617
12535,2022070112247,0,wingo3,1,1665443700707
12536,2022070116746,1,wingo,1,1665443700706
12537,2022070111347,6,wingo5,1,1665443700698
12538,2022070116747,1,wingo,1,1665443760771
12539,2022070116748,9,wingo,1,1665443820850
12540,2022070116749,8,wingo,1,1665443880926
12541,2022070112248,2,wingo3,1,1665443880931
12542,2022070116750,6,wingo,1,1665443941001
12543,2022070110675,2,wingo10,1,1665444000078
12544,2022070116751,0,wingo,1,1665444000085
12545,2022070111348,4,wingo5,1,1665444000086
12546,2022070116752,3,wingo,1,1665444060153
12547,2022070112249,3,wingo3,1,1665444060154
12548,2022070116753,6,wingo,1,1665444120228
12549,2022070116754,9,wingo,1,1665444180299
12550,2022070116755,2,wingo,1,1665444240375
12551,2022070112250,9,wingo3,1,1665444240382
12552,2022070116756,9,wingo,1,1665444300450
12553,2022070111349,5,wingo5,1,1665444300456
12554,2022070116757,1,wingo,1,1665444360527
12555,2022070116758,4,wingo,1,1665444420602
12556,2022070112251,1,wingo3,1,1665444420608
12557,2022070116759,9,wingo,1,1665444480677
12558,2022070116760,9,wingo,1,1665444540752
12559,2022070111350,0,wingo5,1,1665444600839
12560,2022070112252,8,wingo3,1,1665444600833
12561,2022070110676,3,wingo10,1,1665444600845
12562,2022070116761,0,wingo,1,1665444600845
12563,2022070116762,3,wingo,1,1665444660906
12564,2022070116763,0,wingo,1,1665444720984
12565,2022070116764,6,wingo,1,1665444780067
12566,2022070112253,3,wingo3,1,1665444780066
12567,2022070116765,9,wingo,1,1665444840142
12568,2022070116766,4,wingo,1,1665444900220
12569,2022070111351,0,wingo5,1,1665444900225
12570,2022070116767,7,wingo,1,1665444960289
12571,2022070112254,2,wingo3,1,1665444960296
12572,2022070116768,7,wingo,1,1665445020368
12573,2022070116769,5,wingo,1,1665445080441
12574,2022070116770,2,wingo,1,1665445140514
12575,2022070112255,5,wingo3,1,1665445140521
12576,2022070110677,9,wingo10,1,1665445200592
12577,2022070116771,9,wingo,1,1665445200598
12578,2022070111352,7,wingo5,1,1665445200598
12579,2022070116772,8,wingo,1,1665445260678
12580,2022070112256,0,wingo3,1,1665445320760
12581,2022070116773,6,wingo,1,1665445320759
12582,2022070116774,2,wingo,1,1665445380834
12583,2022070116775,3,wingo,1,1665445440909
12584,2022070116776,4,wingo,1,1665445500989
12585,2022070112257,6,wingo3,1,1665445500990
12586,2022070111353,5,wingo5,1,1665445500991
12587,2022070116777,8,wingo,1,1665445560058
12588,2022070116778,5,wingo,1,1665445620135
12589,2022070116779,1,wingo,1,1665445680221
12590,2022070112258,0,wingo3,1,1665445680231
12591,2022070116780,8,wingo,1,1665445740284
12592,2022070116781,6,wingo,1,1665445800360
12593,2022070110678,6,wingo10,1,1665445800356
12594,2022070111354,4,wingo5,1,1665445800361
12595,2022070116782,4,wingo,1,1665445860434
12596,2022070112259,8,wingo3,1,1665445860434
12597,2022070116783,8,wingo,1,1665445920506
12598,2022070116784,4,wingo,1,1665445980581
12599,2022070116785,8,wingo,1,1665446040658
12600,2022070112260,8,wingo3,1,1665446040664
12601,2022070116786,3,wingo,1,1665446100730
12602,2022070111355,2,wingo5,1,1665446100739
12603,2022070116787,9,wingo,1,1665446160806
12604,2022070116788,7,wingo,1,1665446220888
12605,2022070112261,8,wingo3,1,1665446220895
12606,2022070116789,7,wingo,1,1665446280962
12607,2022070116790,4,wingo,1,1665446340039
12608,2022070111356,8,wingo5,1,1665446400138
12609,2022070112262,1,wingo3,1,1665446400140
12610,2022070110679,9,wingo10,1,1665446400141
12611,2022070116791,5,wingo,1,1665446400139
12612,2022070116792,7,wingo,1,1665446460204
12613,2022070116793,3,wingo,1,1665446520283
12614,2022070116794,4,wingo,1,1665446580361
12615,2022070112263,3,wingo3,1,1665446580366
12616,2022070116795,2,wingo,1,1665446640434
12617,2022070116796,7,wingo,1,1665446700513
12618,2022070111357,1,wingo5,1,1665446700521
12619,2022070116797,4,wingo,1,1665446760588
12620,2022070112264,5,wingo3,1,1665446760592
12621,2022070116798,9,wingo,1,1665446820662
12622,2022070116799,7,wingo,1,1665446880739
12623,2022070116800,3,wingo,1,1665446940816
12624,2022070112265,0,wingo3,1,1665446940824
12625,2022070110680,4,wingo10,1,1665447000901
12626,2022070116801,2,wingo,1,1665447000905
12627,2022070111358,7,wingo5,1,1665447000907
12628,2022070116802,6,wingo,1,1665447060981
12629,2022070116803,1,wingo,1,1665447120048
12630,2022070112266,7,wingo3,1,1665447120054
12631,2022070116804,9,wingo,1,1665447180121
12632,2022070116805,4,wingo,1,1665447240201
12633,2022070111359,1,wingo5,1,1665447300277
12634,2022070112267,3,wingo3,1,1665447300279
12635,2022070116806,5,wingo,1,1665447300279
12636,2022070116807,1,wingo,1,1665447360349
12637,2022070116808,2,wingo,1,1665447420425
12638,2022070116809,2,wingo,1,1665447480511
12639,2022070112268,1,wingo3,1,1665447480519
12640,2022070116810,3,wingo,1,1665447540590
12641,2022070110681,1,wingo10,1,1665447600666
12642,2022070116811,1,wingo,1,1665447600672
12643,2022070111360,4,wingo5,1,1665447600673
12644,2022070116812,5,wingo,1,1665447660739
12645,2022070112269,5,wingo3,1,1665447660748
12646,2022070116813,6,wingo,1,1665447720817
12647,2022070116814,9,wingo,1,1665447780892
12648,2022070116815,2,wingo,1,1665447840971
12649,2022070112270,9,wingo3,1,1665447840978
12650,2022070116816,6,wingo,1,1665447900048
12651,2022070111361,6,wingo5,1,1665447900054
12652,2022070116817,0,wingo,1,1665447960129
12653,2022070116818,9,wingo,1,1665448020211
